id,combination_id,product_type,title,description,slug,meta_title,meta_description,images,images_url,categories,categoryNames,tags,sku,barcode,ribbon,visible,price,inventory,quantity,oversell,weight,saleDiscountMode,saleDiscount,scheduledSaleDiscountMode,scheduledSaleDiscount,scheduledSaleStart,scheduledSaleEnd,productOptionName1,productOptionType1,productOptionValues1,extraInfoTitle1,extraInfoContent1,extraInfoTitle2,extraInfoContent2,extraInfoTitle3,extraInfoContent3,extraInfoTitle4,extraInfoContent4,extraInfoTitle5,extraInfoContent5,extraInfoTitle6,extraInfoContent6,extraInfoTitle7,extraInfoContent7,extraInfoTitle8,extraInfoContent8,extraInfoTitle9,extraInfoContent9,extraInfoTitle10,extraInfoContent10,extraInfoTitle11,extraInfoContent11,extraInfoTitle12,extraInfoContent12,extraInfoTitle13,extraInfoContent13,extraInfoTitle14,extraInfoContent14,extraInfoTitle15,extraInfoContent15,extraInfoTitle16,extraInfoContent16,extraInfoTitle17,extraInfoContent17,extraInfoTitle18,extraInfoContent18,extraInfoTitle19,extraInfoContent19,extraInfoTitle20,extraInfoContent20,extraInfoTitle21,extraInfoContent21,extraInfoTitle22,extraInfoContent22,extraInfoTitle23,extraInfoContent23,extraInfoTitle24,extraInfoContent24,productAttributeName1,productAttributeGroup1,productAttributeValue1,productAttributeName2,productAttributeGroup2,productAttributeValue2,productAttributeName3,productAttributeGroup3,productAttributeValue3,productAttributeName4,productAttributeGroup4,productAttributeValue4,productAttributeName5,productAttributeGroup5,productAttributeValue5,productAttributeName6,productAttributeGroup6,productAttributeValue6,productAttributeName7,productAttributeGroup7,productAttributeValue7,productAttributeName8,productAttributeGroup8,productAttributeValue8,productAttributeName9,productAttributeGroup9,productAttributeValue9,productAttributeName10,productAttributeGroup10,productAttributeValue10,productAttributeName11,productAttributeGroup11,productAttributeValue11,productAttributeName12,productAttributeGroup12,productAttributeValue12,productAttributeName13,productAttributeGroup13,productAttributeValue13,productAttributeName14,productAttributeGroup14,productAttributeValue14,productAttributeName15,productAttributeGroup15,productAttributeValue15,productAttributeName16,productAttributeGroup16,productAttributeValue16,productAttributeName17,productAttributeGroup17,productAttributeValue17,productAttributeName18,productAttributeGroup18,productAttributeValue18,productAttributeName19,productAttributeGroup19,productAttributeValue19,productAttributeName20,productAttributeGroup20,productAttributeValue20,productAttributeName21,productAttributeGroup21,productAttributeValue21,productAttributeName22,productAttributeGroup22,productAttributeValue22,productAttributeName23,productAttributeGroup23,productAttributeValue23,productAttributeName24,productAttributeGroup24,productAttributeValue24,productAttributeName25,productAttributeGroup25,productAttributeValue25,productAttributeName26,productAttributeGroup26,productAttributeValue26,productAttributeName27,productAttributeGroup27,productAttributeValue27,productAttributeName28,productAttributeGroup28,productAttributeValue28,productAttributeName29,productAttributeGroup29,productAttributeValue29,productAttributeName30,productAttributeGroup30,productAttributeValue30,productAttributeName31,productAttributeGroup31,productAttributeValue31,productAttributeName32,productAttributeGroup32,productAttributeValue32,productAttributeName33,productAttributeGroup33,productAttributeValue33,productAttributeName34,productAttributeGroup34,productAttributeValue34,productAttributeName35,productAttributeGroup35,productAttributeValue35,productAttributeName36,productAttributeGroup36,productAttributeValue36,productAttributeName37,productAttributeGroup37,productAttributeValue37,productAttributeName38,productAttributeGroup38,productAttributeValue38,productAttributeName39,productAttributeGroup39,productAttributeValue39,productAttributeName40,productAttributeGroup40,productAttributeValue40,productAttributeName41,productAttributeGroup41,productAttributeValue41,productAttributeName42,productAttributeGroup42,productAttributeValue42,productAttributeName43,productAttributeGroup43,productAttributeValue43,productAttributeName44,productAttributeGroup44,productAttributeValue44,productAttributeName45,productAttributeGroup45,productAttributeValue45,productAttributeName46,productAttributeGroup46,productAttributeValue46,productAttributeName47,productAttributeGroup47,productAttributeValue47,productAttributeName48,productAttributeGroup48,productAttributeValue48,productAttributeName49,productAttributeGroup49,productAttributeValue49,productAttributeName50,productAttributeGroup50,productAttributeValue50,productAttributeName51,productAttributeGroup51,productAttributeValue51,productAttributeName52,productAttributeGroup52,productAttributeValue52,productAttributeName53,productAttributeGroup53,productAttributeValue53,productAttributeName54,productAttributeGroup54,productAttributeValue54,productAttributeName55,productAttributeGroup55,productAttributeValue55,productAttributeName56,productAttributeGroup56,productAttributeValue56,productAttributeName57,productAttributeGroup57,productAttributeValue57,productAttributeName58,productAttributeGroup58,productAttributeValue58,productAttributeName59,productAttributeGroup59,productAttributeValue59,productAttributeName60,productAttributeGroup60,productAttributeValue60,productAttributeName61,productAttributeGroup61,productAttributeValue61,productAttributeName62,productAttributeGroup62,productAttributeValue62,productAttributeName63,productAttributeGroup63,productAttributeValue63,productAttributeName64,productAttributeGroup64,productAttributeValue64,productAttributeName65,productAttributeGroup65,productAttributeValue65,productAttributeName66,productAttributeGroup66,productAttributeValue66,productAttributeName67,productAttributeGroup67,productAttributeValue67,productAttributeName68,productAttributeGroup68,productAttributeValue68,productAttributeName69,productAttributeGroup69,productAttributeValue69,productAttributeName70,productAttributeGroup70,productAttributeValue70,productAttributeName71,productAttributeGroup71,productAttributeValue71,productAttributeName72,productAttributeGroup72,productAttributeValue72,productAttributeName73,productAttributeGroup73,productAttributeValue73,productAttributeName74,productAttributeGroup74,productAttributeValue74,productAttributeName75,productAttributeGroup75,productAttributeValue75,productAttributeName76,productAttributeGroup76,productAttributeValue76,productAttributeName77,productAttributeGroup77,productAttributeValue77,productAttributeName78,productAttributeGroup78,productAttributeValue78,productAttributeName79,productAttributeGroup79,productAttributeValue79,productAttributeName80,productAttributeGroup80,productAttributeValue80,productAttributeName81,productAttributeGroup81,productAttributeValue81,productAttributeName82,productAttributeGroup82,productAttributeValue82,productAttributeName83,productAttributeGroup83,productAttributeValue83,productAttributeName84,productAttributeGroup84,productAttributeValue84,productAttributeName85,productAttributeGroup85,productAttributeValue85,productAttributeName86,productAttributeGroup86,productAttributeValue86,productAttributeName87,productAttributeGroup87,productAttributeValue87,productAttributeName88,productAttributeGroup88,productAttributeValue88,productAttributeName89,productAttributeGroup89,productAttributeValue89,productAttributeName90,productAttributeGroup90,productAttributeValue90,productAttributeName91,productAttributeGroup91,productAttributeValue91,productAttributeName92,productAttributeGroup92,productAttributeValue92,productAttributeName93,productAttributeGroup93,productAttributeValue93,productAttributeName94,productAttributeGroup94,productAttributeValue94,productAttributeName95,productAttributeGroup95,productAttributeValue95,productAttributeName96,productAttributeGroup96,productAttributeValue96,productAttributeName97,productAttributeGroup97,productAttributeValue97,productAttributeName98,productAttributeGroup98,productAttributeValue98,productAttributeName99,productAttributeGroup99,productAttributeValue99,productAttributeName100,productAttributeGroup100,productAttributeValue100,productAttributeName101,productAttributeGroup101,productAttributeValue101,productAttributeName102,productAttributeGroup102,productAttributeValue102,productAttributeName103,productAttributeGroup103,productAttributeValue103,productAttributeName104,productAttributeGroup104,productAttributeValue104
1084,,Physical,"اتوی صورت","<p>دارای ۳ مد برای جوان سازی،پاکسازی</p><p>&nbsp;</p>",اتوی-صورت,,,2754f9f75acd45a5848ac9734fe8f213.jpg,https://660e731603650.mywebzi.ir/uploads/2754f9f75acd45a5848ac9734fe8f213.jpg,,,,33,,,FALSE,1300000,Track,0,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,,Physical,"آبسلانگ چوبی","<p>تعداد در بسته 35 عدد</p>",آبسلانگ-چوبی,,,ffb0bb0987654233a56a8c443c96a0e5.jpeg,https://660e731603650.mywebzi.ir/uploads/ffb0bb0987654233a56a8c443c96a0e5.jpeg,,,"یکبار مصرف",37,,مصرفی,FALSE,8000,Track,0,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,,Physical,"دستکش وینیل (۳بسته )","<p>بدون پودر</p><p>در سه سایز اسمال،مدیوم،لارج موجود می باشد</p><p dir=""rtl"">&nbsp;دستکش وینیل از یک ماده مصنوعی به نام پلی وینیل کلرید (PVC) ساخته شده است و همین ویژگی سبب می‌شود نسبت به دستکش‌های لاتکس حساسیت کمتری ایجاد کند و همچنین قیمت ارزان‌تری هم داشته باشد.</p><p dir=""rtl"">دستکش وینیل، چند منظوره بوده و برای مصارف عمومی و کارهایی که &nbsp;نیاز چندانی به ظرافت و دقت حس لامسه وجود نداشته باشد مناسب است.</p><p dir=""rtl"">دقت کنید که دستکش‌های وینیل مانند لاتکس نبوده و کمی ضخیم است و به همین دلیل کاملا به دست نمی‌چسبد. در واقع دستکش‌های وینیل نسبت به لاتکس ضخیم‌تر و گشادتر است. همچنین در ترکیبات ساخت دستکش‌های وینیل از Plasticizers استفاده شده است که قابلیت کشسانی خوبی به این دستکش می‌بخشد.</p><p dir=""rtl"">جنس مواد به کار رفته در دستکش وینیل باعث شده است تا نسبت به دستکش‌های نایلونی مقاومت بهتری داشته باشد. با وجود اینکه از نظر قیمتی دستکش‌های وینیل بسیار مقرون به صرفه هستند، در برابر اسیدها، قلیاها و الکل ها مقاومت بسیار خوبی دارد.</p><p dir=""rtl"">&nbsp;</p><p dir=""rtl"">=--=</p><p dir=""rtl"">&nbsp;</p><p>امروزه با توجه به آمار تقاضا برای خرید دستکش یکبار مصرف، دستکش وینیل جزو پر فروش ترین نوع دستکش های بهداشتی به شمار می رود. در این راستا می توانید با آشنایی با ساختار و ویژگی های این نوع دستکش، و همچنین انواع مختلف دستکش وینیل، انتخابی مطمئن و متناسب با زمینه ی کاری خود داشته باشید.</p><p>در ادامه این مطلب، همه چیز را درباره دستکش وینیل، و همچنین مواد تشکیل دهنده، جنس، ساختار، ویژگی ها و مشخصات، و همچنین انواع مختلف آن اشاره کنیم. این نوع دستکش، نسبت به سایر دستکش های پر فروش دیگر مانند دستکش لاتکس و نیتریل، دارای برتری ها و نقاط ضعفی می باشد که با آشنایی با ویژگی های این نوع دستکش، می توانیم بهترین انتخاب را در راستایی خرید دستکش وینیل ، و همچنین استفاده از آن متناسب با زمینه ی فعالیت خود، داشته باشیم. اگر قصد خرید بهترین نوع دستکش ها را دارید، توصیه می کنیم مطالعه ادامه این مطلب را از دست ندهید و با یکی از پر فروش ترین و پر کاربرد ترین انواع دستکش ها آشنا شوید.</p><h2><strong>معرفی دستکش وینیل</strong></h2><p>دستکش وینیل، یکی از چندین مدل های دستکش بهداشتی می باشد که در صنعت، متناسب با برخی از فعالیت ها تولید شده است. در واقع، عموم استفاده از دستکش ها، در زمینه های پزشکی می باشد. سپس در زمینه های صنعتی و کارخانه جات، و در نهایت در استفاده های خانگی، آرایشگاه ها، و همچنین استفاده های روزانه، از انواع مختلفی از دستکش ها استفاده می شود. به سبب تعدد زمینه های استفاده کننده از دستکش، انواع مختلفی از دستکش تولید شده است تا هر فرد، بتواند متناسب با کار خود، بهترین بهره را از دستکش ببرد. دستکش وینیل نیز به همین منظور ساخته شد تا علاوه بر ایجاد راحتی در هنگام انجام کار، محافظت مناسبی را به همراه آورد و همچنین با تولید انواع مختلفی از این نوع دستکش، بسیاری از افراد می توانند متناسب با سلیقه خود، اقدام به تهیه این دستکش کرده و به راحتی اقدام به انجام فعالیت مد نظر خود کنند.</p><h2><strong>جنس دستکش وینیل چیست؟</strong></h2><p>دستکش وینیل، از نوعی ماده مصنوعی به نام پلی وینیل کلرات ساخته می شود. این مواد مصنوعی، نسبت به سایر مواد لازم برای تهیه انواع دیگری از دستکش ها، دارای هزینه ای کم تر و به صرفه تر می باشد. علاوه بر این، قابلیت کشسانی دستکش وینیل، نسبت به سایر انواع دستکش ها بیشتر است که این قابلیت، به لطف وجود ماده مصنوعی سازنده ی آن فراهم شده است.</p><h3><strong>ویژگی های دستکش وینیل</strong></h3><p>از مهم ترین ویژگی های دستکش وینیل، می توان به قابلیت کشسانی بالا، که در موارد بالا ذکر شد اشاره کرد. در واقع، دستکش وینیل، در مقایسه با سایر انواع دستکش ها، دارای بیشترین قابلیت کشسانی بوده و به همین سبب، یکی از محبوب ترین نوع دستکش ها در بازار مصرف کننده می باشد. از دیگر ویژگی های دستکش وینیل، می توان به آزاد بودن آن اشاره کرد. آزاد بودن به این معنا است که این نوع دستکش، دیگر همانند دستکش لاتکس، فیکس دست نمی شود و آزادانه تر بر روی دست قرار می گیرد. این قابلیت سبب شده تا بازار مصرف کننده این نوع دستکش محدود شود اما با این وجود، میزان آمار برای تهیه آن بسیار بالا می باشد.</p><p>یکی از مهم ترین ویژگی های دستکش وینیل، این است که قابلیت لامسه چندانی را برای مخاطب فراهم نمی آورد. به همین منظور، اگر در زمینه ی کاری خود، نیازمند ظرافت بالایی هستید، این نوع دستکش مناسب شما نیست. علاوه بر این باید اشاره کنیم که این نوع دستکش، دارای ضخامت بیشتری نسبت به سایر دستکش ها بوده و همین مساله نیز سبب شده تا در آزمایشگاه ها و در هنگام استفاده با موادی مانند اسید ها، قلیا ها، و همچنین الکل ها مقاومت خوبی را از خود نشان دهد.</p><h2><strong>انواع دستکش وینیل</strong></h2><p>عموما دستکش وینیل ، در نوع بدون پودر ساخته می شود. طبیعتاً به دلیل آزاد بودن این دستکش، نیازی به وجود پودر درون آن نیست. شرکت سازنده این دستکش، آن ها را در سایر های اسمال، مدیوم، و لارج تهیه می کند تا عموم مصرف کنندگان، بتوانند از آن استفاده کنند. به یاد داشته باشید که دستکش وینیل، برای استفاده های کوتاه مدت مناسب است و اگر قصد استفاده طولانی مدت از دستکش را دارید، می توانید دستکش خود را پس از مدتی تعویض کنید. این نوع دستکش ها، دارای قیمتی مقرون به صرفه می باشند و حتی از سایر دستکش ها نیز قیمتی پایین تر دارند. در نتیجه گزینه خوبی برای استفاده در زمینه های مختلفی که در ادامه ذکر شده است می باشد.</p><h3><strong>کاربرد</strong></h3><p>شاید برایتان سوال شده باشد که بهترین زمینه ها برای استفاده از دستکش وینیل چیست؟ در حقیقت باید اشاره کنیم که این دستکش، عموما در مصارف خانگی، برای تمیز کاری، نقاشی، آزمایشگاه ها، خطوط مونتاژ و حتی در برخی موارد، برای دندانپزشک ها نیز مناسب می باشد. (عموما دندان پزشک ها از دستکش های لاتکس استفاده می کنند اما در هنگام قالب گیری برای دندان ها، سولفار موجود در دستکش لاتکس، سبب می شود تا قالب دندان سفت نشود. به همین سبب دستکش وینیل، جایگزین مناسبی برای این نوع دستکش ها می باشد.)</p><p>&nbsp;</p><p><strong>سایر ویژگی های دستکش وینیل:</strong></p><ul>	<li><img alt=""دستکش وینیل اپی پرفکت"" src=""https://www.aryateb.com/assets/uploads/files/1399-02-02/files/photo-117a3099e5c90a8141e46039cbfae552.jpg"" />&nbsp;عدم ایجاد حساسیت های پوستی به دلیل نداشتن پودر لاتکس در ترکیبات&nbsp;</li>	<li><img alt=""دستکش وینیل اپی پرفکت"" src=""https://www.aryateb.com/assets/uploads/files/1399-02-02/files/photo-117a3099e5c90a8141e46039cbfae552.jpg"" />&nbsp;غیر استریل است</li>	<li><img alt=""دستکش وینیل اپی پرفکت"" src=""https://www.aryateb.com/assets/uploads/files/1399-02-02/files/photo-117a3099e5c90a8141e46039cbfae552.jpg"" />&nbsp;دارای ویژگی پوشش راحت&nbsp;<strong>(Easy Donning)</strong></li>	<li><img alt=""دستکش وینیل اپی پرفکت"" src=""https://www.aryateb.com/assets/uploads/files/1399-02-02/files/photo-117a3099e5c90a8141e46039cbfae552.jpg"" />&nbsp;۳ سایز&nbsp;<strong>small –&nbsp;medium –&nbsp;large</strong>&nbsp; تعداد در بسته ۱۰۰ عدد معادل ۵۰ جفت&nbsp;تعداد در کارتن ۱۰ بسته</li>	<li><img alt=""دستکش وینیل اپی پرفکت"" src=""https://www.aryateb.com/assets/uploads/files/1399-02-02/files/photo-117a3099e5c90a8141e46039cbfae552.jpg"" />&nbsp;انعطاف پذيري، كشساني و راحتي و عدم امکان چسبندگی بالا</li>	<li><img alt=""دستکش وینیل اپی پرفکت"" src=""https://www.aryateb.com/assets/uploads/files/1399-02-02/files/photo-117a3099e5c90a8141e46039cbfae552.jpg"" />&nbsp;نرم و&nbsp;پوشش راحت</li>	<li><img alt=""دستکش وینیل اپی پرفکت"" src=""https://www.aryateb.com/assets/uploads/files/1399-02-02/files/photo-117a3099e5c90a8141e46039cbfae552.jpg"" />&nbsp;ساخت کشور ایران</li>	<li><img alt=""دستکش وینیل اپی پرفکت"" src=""https://www.aryateb.com/assets/uploads/files/1399-02-02/files/photo-117a3099e5c90a8141e46039cbfae552.jpg"" />&nbsp;قیمت مناسب ،ارزانتر از لاتکس نستریل .</li></ul>",دستکش-وینیل,,,"d028557c725c49dcb71f27c63b73b710.jpg,5909b9e9c5e24c588d05409d1bb6c629.jpeg,a4203b705eae4a28bcf161f3d76f949f.jpeg,2ca084b9eb73466c804f84e3a06eb929.jpeg,df897d9c22694610882fa90b0a673dd7.jpeg","https://660e731603650.mywebzi.ir/uploads/d028557c725c49dcb71f27c63b73b710.jpg,https://660e731603650.mywebzi.ir/uploads/5909b9e9c5e24c588d05409d1bb6c629.jpeg,https://660e731603650.mywebzi.ir/uploads/a4203b705eae4a28bcf161f3d76f949f.jpeg,https://660e731603650.mywebzi.ir/uploads/2ca084b9eb73466c804f84e3a06eb929.jpeg,https://660e731603650.mywebzi.ir/uploads/df897d9c22694610882fa90b0a673dd7.jpeg",,,"تزریق,لاتکس,دستکش ونیل,دستکش وینیل,ویروس,مقاوم,پزشکی",1,,مصرفی,FALSE,169000,Track,100,FALSE,0,,,,,,,سایز,Radio,"large,small,medium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,3090,Variant,,,,,,,,,,,1,,,,1125000,InStock,11,FALSE,0,PRICE,125000,,,,,,,large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,3266,Variant,,,,,,,,,,,1,,,,1200000,Track,0,FALSE,0,,,,,,,,,small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,3267,Variant,,,,,,,,,,,1,,,,1200000,InStock,0,FALSE,0,,,,,,,,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,,Physical,"سفتی باکس ",,سفتی-باکس-۱-لیتر,,,3843c2cfcf6e42b1933dc9d09fd72bae.jpg,https://660e731603650.mywebzi.ir/uploads/3843c2cfcf6e42b1933dc9d09fd72bae.jpg,,,,1,,مصرفی,FALSE,13650,Track,0,FALSE,0,,,,,,,سایز,Radio,"1 لیتر,3 لیتر,5 لیتر,12 لیتر",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,3100,Variant,,,,,,,,,,,1,,,,30000,Track,0,FALSE,0,,,,,,,,,"1 لیتر",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,3101,Variant,,,,,,,,,,,1,,,,40000,Track,0,FALSE,0,,,,,,,,,"3 لیتر",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,3102,Variant,,,,,,,,,,,1,,,,50000,Track,0,FALSE,0,,,,,,,,,"5 لیتر",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
